"title","companyLogoUrl","companyName","location/city","location/country","location/countryCode","location/formattedAddressLong","location/formattedAddressShort","location/fullAddress","location/latitude","location/longitude","location/postalCode","location/streetAddress","age","datePublished","jobType/0","jobType/1","companyHeaderUrl","companyUrl","rating/count","rating/rating","descriptionText","descriptionHtml","benefits","occupation","attributes/0","attributes/1","workingSystem","numOfCandidates","source","hiringDemand.isUrgentHire","hiringDemand.isHighVolumeHiring","locale","salary","salary.salaryMin","salary.salaryMax","salary.salaryText","salary.salaryType","salary.salarySource","salary.salaryCurrency","expired","postedToday","scrapingInfo.page","scrapingInfo.index","jobKey","jobUrl","emails/0","isRemote","socialInsurance","shiftAndSchedule","organicApplyStarts","applyUrl","requirements/0/label","requirements/0/requirementSeverity","requirements/1/label","requirements/1/requirementSeverity","requirements/2/label","requirements/2/requirementSeverity","requirements/3/label","requirements/3/requirementSeverity","requirements/4/label","requirements/4/requirementSeverity"
"NextJS Full Stack Developer",,"Quantum Realm Engineering",,"Indonesia","ID","Bali","Bali","Bali","-8.3405","115.092",,,"8 days ago","2026-05-26","Full-time",,,"https://www.indeed.com/cmp/Quantum-Realm-Engineering","0","0","NextJS Full Stack Developer

*Company: Quantum Realm Engineering*

*Industry:* IT

*Work format:* Remote

*Employment type:* Full-time

*Experience required:* More than 1 year

*English level:* Advanced

*Key Skills*

* SQL
* Git
* Docker
* TypeScript
* Database work
* Front-end development
* Backend development
* Tailwind CSS
* *Dependency injection*
* SOLID principles
* CI/CD
* React Query
* Vercel*Job Description*

We are looking for a strong Next.js Full Stack Developer to join an Australian software development company working directly with customers on start-ups and existing enterprise applications.

You will work across both front-end and back-end development, with some AI-related implementation where required. You will join an existing team and help build new features, improve existing products and support live applications.

*Skills and Experience*

The ideal candidate should have:

* At least 2+ years of commercial experience with Next.js, TypeScript and React
* Strong knowledge of the React stack, including React, Tailwind CSS, React Query and Zod
* Deep full stack Next.js experience, including both client-side and server-side implementation
* The ability to build well-structured applications that handle state, validation and errors properly
* Strong SQL knowledge
* The ability to write type-safe and reliable code
* Experience using type checkers and commit hooks
* LLM API integration experience
* Proficiency with Git for version control
* Understanding of GOF patterns, SOLID principles, dependency injection and clean architecture
* Good documentation habits
* Experience with Linux, Bash and Docker
* Experience with CI/CD tools for automatic deployment
* Vercel experience, including best practices for background processing and common live application issues
* AWS or GCP experience, including the ability to deploy and maintain backends, queues and databases
* Knowledge of when to use VMs, serverless functions and other cloud services
* Conversational English, with the ability to explain thoughts clearly and write clean documentation

*Apply If You Are*

* Proactive and detail-oriented
* Comfortable working on new products and existing systems
* Someone who fixes problems when you see them
* Someone with an automation mindset
* Someone who documents things clearly rather than relying on memory
* Ready for occasional early starts or late finishes to join Sydney-time customer calls when needed

*Additional Experience That Would Be a Plus*

* Python, FastAPI and SQLAlchemy experience
* LangChain, LLM prompting or machine learning experience
* Experience writing tests
* Interest in investing or previous fintech experience
* A strong GitHub profile

*Benefits*

* Paid in USD
* Flexible hours



Application Question(s):
* Do you reside in Indonesia? 

Language:
* English (Required)

Location:
* Bali (Preferred)

Work Location: Remote","<p>NextJS Full Stack Developer</p><p><b>Company: Quantum Realm Engineering</b></p><p><b>Industry:</b> IT</p><p><b>Work format:</b> Remote</p><p><b>Employment type:</b> Full-time</p><p><b>Experience required:</b> More than 1 year</p><p><b>English level:</b> Advanced</p><p><b>Key Skills</b></p><ul><li>SQL</li><li>Git</li><li>Docker</li><li>TypeScript</li><li>Database work</li><li>Front-end development</li><li>Backend development</li><li>Tailwind CSS</li><li><b>Dependency injection</b></li><li>SOLID principles</li><li>CI/CD</li><li>React Query</li><li>Vercel<b>Job Description</b></li></ul><p>We are looking for a strong Next.js Full Stack Developer to join an Australian software development company working directly with customers on start-ups and existing enterprise applications.</p><p>You will work across both front-end and back-end development, with some AI-related implementation where required. You will join an existing team and help build new features, improve existing products and support live applications.</p><p><b>Skills and Experience</b></p><p>The ideal candidate should have:</p><ul><li>At least 2+ years of commercial experience with Next.js, TypeScript and React</li><li>Strong knowledge of the React stack, including React, Tailwind CSS, React Query and Zod</li><li>Deep full stack Next.js experience, including both client-side and server-side implementation</li><li>The ability to build well-structured applications that handle state, validation and errors properly</li><li>Strong SQL knowledge</li><li>The ability to write type-safe and reliable code</li><li>Experience using type checkers and commit hooks</li><li>LLM API integration experience</li><li>Proficiency with Git for version control</li><li>Understanding of GOF patterns, SOLID principles, dependency injection and clean architecture</li><li>Good documentation habits</li><li>Experience with Linux, Bash and Docker</li><li>Experience with CI/CD tools for automatic deployment</li><li>Vercel experience, including best practices for background processing and common live application issues</li><li>AWS or GCP experience, including the ability to deploy and maintain backends, queues and databases</li><li>Knowledge of when to use VMs, serverless functions and other cloud services</li><li>Conversational English, with the ability to explain thoughts clearly and write clean documentation</li></ul><p><b>Apply If You Are</b></p><ul><li>Proactive and detail-oriented</li><li>Comfortable working on new products and existing systems</li><li>Someone who fixes problems when you see them</li><li>Someone with an automation mindset</li><li>Someone who documents things clearly rather than relying on memory</li><li>Ready for occasional early starts or late finishes to join Sydney-time customer calls when needed</li></ul><p><b>Additional Experience That Would Be a Plus</b></p><ul><li>Python, FastAPI and SQLAlchemy experience</li><li>LangChain, LLM prompting or machine learning experience</li><li>Experience writing tests</li><li>Interest in investing or previous fintech experience</li><li>A strong GitHub profile</li></ul><p><b>Benefits</b></p><ul><li>Paid in USD</li><li>Flexible hours</li></ul><p>Application Question(s):</p><ul><li>Do you reside in Indonesia? </li></ul><p>Language:</p><ul><li>English (Required)</li></ul><p>Location:</p><ul><li>Bali (Preferred)</li></ul><p>Work Location: Remote</p>",,,"Full-time",,,,"Indeed","false","false","id",,,,,,,,"false","false","1","0","f2d4b65beefaf6a6","https://www.indeed.com/viewjob?jk=f2d4b65beefaf6a6",,"false",,,,,,,,,,,,,,
"Software Development",,"PT. Solusindo Bintang Pratama","Jakarta","Indonesia","ID","Jakarta","Jakarta","Jakarta","-6.211538","106.84066",,,"a day ago","2026-06-02","Full-time",,,"https://www.indeed.com/cmp/Pt.-Solusindo-Bintang-Pratama","4","3.3","*Kualifikasi :*

* Minimal Sarjana/Diploma di bidang Teknik Informatika/ Sistem Informasi
* Pengalaman minimal 1–3 tahun dalam administrasi sistem/server.
* Maksimal berusia 35 tahun
* Memahami konsep virtualisasi dan containerization.
* Memiliki pemahaman dasar scripting (Bash, PowerShell).
* Memiliki kemampuan analitis dan pemecahan masalah yang baik
* Keterampilan komunikasi tertulis dan lisan yang kuat, dengan kemampuan untuk berkolaborasi secara efektif di seluruh tim teknis dan non-teknis.

*Tugas Utama:*

1. Merancang, mengembangkan dan memelihara aplikasi web berbasis PHP (framework Laravel).

2. Memiliki pemahaman mengenai struktur data dan manajement database (MySQL/MariaDB, dll).

3. Mampu mengembangkan Mobile App Dev (Flutter).

Jenis Pekerjaan: Penuh Waktu

Lokasi Kerja: Tatap muka","<p><b>Kualifikasi :</b></p><ul><li>Minimal Sarjana/Diploma di bidang Teknik Informatika/ Sistem Informasi</li><li>Pengalaman minimal 1&ndash;3 tahun dalam administrasi sistem/server.</li><li>Maksimal berusia 35 tahun</li><li>Memahami konsep virtualisasi dan containerization.</li><li>Memiliki pemahaman dasar scripting (Bash, PowerShell).</li><li>Memiliki kemampuan analitis dan pemecahan masalah yang baik</li><li>Keterampilan komunikasi tertulis dan lisan yang kuat, dengan kemampuan untuk berkolaborasi secara efektif di seluruh tim teknis dan non-teknis.</li></ul><p><b>Tugas Utama:</b></p><p>1. Merancang, mengembangkan dan memelihara aplikasi web berbasis PHP (framework Laravel).</p><p>2. Memiliki pemahaman mengenai struktur data dan manajement database (MySQL/MariaDB, dll).</p><p>3. Mampu mengembangkan Mobile App Dev (Flutter).</p><p>Jenis Pekerjaan: Penuh Waktu</p><p>Lokasi Kerja: Tatap muka</p>",,,"Full-time",,,,"Indeed","false","false","id",,,,,,,,"false","false","1","1","ce7c4e146dfca069","https://www.indeed.com/viewjob?jk=ce7c4e146dfca069",,"false",,,,,,,,,,,,,,
"Software Engineer",,"CV. Vihikan Intersolusi Teknologi","Denpasar","Indonesia","ID","Denpasar","Denpasar","Denpasar","-8.67033","115.20879",,,"13 days ago","2026-05-21","Full-time",,,"https://www.indeed.com/cmp/Cv.-Vihikan-Intersolusi-Teknologi","0","0","*About the Role*

As a Software Engineer, you will primarily work on Java backend services, with opportunities to contribute to Android, iOS, and web applications for our client. This role spans three key areas: Development, Operations, and Innovation which will give you broad exposure to building, maintaining, and evolving our client's products. You will report to the Senior Software Engineer and collaborate with developers, tech leads, and support staff across Australia, UK, USA, and Indonesia.

Our client is RealThing AI – an Australian Artificial Intelligence company with operations in USA and UK. RealThing AI develops cutting-edge dialogue and reasoning solutions, with their flagship product RealSAM serving the Visually Impaired community since 2017. They sell directly to major customers in the US and direct to consumers in the UK.

*What You'll Do*

* Develop, operate, and maintain Java backend services powering the RealSAM platform which is our client's flagship product for the visually impaired market
* Contribute to Android, iOS, and web application development as needed
* Provide technical support to the test and customer support teams
* Collaborate with international teams across multiple time zones through virtual meetings, chat, and email
* Contribute to the implementation of robust, maintainable code and software infrastructure
* Participate in Agile development processes including code reviews, branching, and release management
* Work across Development, Operations, and Innovation teams to support product delivery and next-generation product development

*What We're Looking For*

*Required*

* University-level qualification in Computing or Engineering
* A high level of proficiency and demonstrated experience involving the development, operation, and maintenance of software in Java
* A high level of proficiency and demonstrated experience in all aspects of the software development process including code compilation, packaging, deployment, release methodology, and application configuration
* Excellent skills and knowledge of Linux environment
* Experience branching and merging ideally with Git
* Experience with Agile software development projects
* Good English communication skills both spoken and written
* Ability to work independently with initiative, efficiency, and accuracy while maintaining a professional manner
* Work co-operatively, supportively, and effectively within the team
* Accountability for the achievement of responsibilities established for the position
* Contribute to the implementation of robust and maintainable code and software infrastructure

*Preferred*

* Experience in AI, LLMs, Intelligent Software Agents, and AI-driven spec-based development
* Experience in creating systems that provide an accessible user experience for people with vision impairment
* Experience in voice-controlled applications, including those for commercial smart speakers, Google Home, and Amazon Echo
* Experience in Android and/or iOS development
* Experience with web development
* Experience with creation, operation, and maintenance of scalable cloud-based systems
* Experience in AWS cloud infrastructure including familiarity with TCP/IP networking, SSH, and SSL/HTTPS
* Experience in scripting (Bash, Zsh), SQL, XML, REST, and JSON
* Experience with content catalogues and Solr

*Benefits*

* Remote work – work from anywhere in Bali
* Health insurance (BPJS Kesehatan)
* Employment social security (BPJS Ketenagakerjaan)
* Annual religious holiday allowance

Job Type: Full-time



Application Question(s):
* What is your English proficiency level in terms of Speaking (Beginner, Pre-Intermediate, Intermediate, Upper Intermediate, Advanced)?
* What is your English proficiency level in terms of Writing (Beginner, Pre-Intermediate, Intermediate, Upper Intermediate, Advanced)?

Location:
* Denpasar (Preferred)

Work Location: Hybrid remote in Denpasar","<p><b>About the Role</b></p><p>As a Software Engineer, you will primarily work on Java backend services, with opportunities to contribute to Android, iOS, and web applications for our client. This role spans three key areas: Development, Operations, and Innovation which will give you broad exposure to building, maintaining, and evolving our client's products. You will report to the Senior Software Engineer and collaborate with developers, tech leads, and support staff across Australia, UK, USA, and Indonesia.</p><p>Our client is RealThing AI &ndash; an Australian Artificial Intelligence company with operations in USA and UK. RealThing AI develops cutting-edge dialogue and reasoning solutions, with their flagship product RealSAM serving the Visually Impaired community since 2017. They sell directly to major customers in the US and direct to consumers in the UK.</p><p><b>What You'll Do</b></p><ul><li>Develop, operate, and maintain Java backend services powering the RealSAM platform which is our client's flagship product for the visually impaired market</li><li>Contribute to Android, iOS, and web application development as needed</li><li>Provide technical support to the test and customer support teams</li><li>Collaborate with international teams across multiple time zones through virtual meetings, chat, and email</li><li>Contribute to the implementation of robust, maintainable code and software infrastructure</li><li>Participate in Agile development processes including code reviews, branching, and release management</li><li>Work across Development, Operations, and Innovation teams to support product delivery and next-generation product development</li></ul><p><b>What We're Looking For</b></p><p><b>Required</b></p><ul><li>University-level qualification in Computing or Engineering</li><li>A high level of proficiency and demonstrated experience involving the development, operation, and maintenance of software in Java</li><li>A high level of proficiency and demonstrated experience in all aspects of the software development process including code compilation, packaging, deployment, release methodology, and application configuration</li><li>Excellent skills and knowledge of Linux environment</li><li>Experience branching and merging ideally with Git</li><li>Experience with Agile software development projects</li><li>Good English communication skills both spoken and written</li><li>Ability to work independently with initiative, efficiency, and accuracy while maintaining a professional manner</li><li>Work co-operatively, supportively, and effectively within the team</li><li>Accountability for the achievement of responsibilities established for the position</li><li>Contribute to the implementation of robust and maintainable code and software infrastructure</li></ul><p><b>Preferred</b></p><ul><li>Experience in AI, LLMs, Intelligent Software Agents, and AI-driven spec-based development</li><li>Experience in creating systems that provide an accessible user experience for people with vision impairment</li><li>Experience in voice-controlled applications, including those for commercial smart speakers, Google Home, and Amazon Echo</li><li>Experience in Android and/or iOS development</li><li>Experience with web development</li><li>Experience with creation, operation, and maintenance of scalable cloud-based systems</li><li>Experience in AWS cloud infrastructure including familiarity with TCP/IP networking, SSH, and SSL/HTTPS</li><li>Experience in scripting (Bash, Zsh), SQL, XML, REST, and JSON</li><li>Experience with content catalogues and Solr</li></ul><p><b>Benefits</b></p><ul><li>Remote work &ndash; work from anywhere in Bali</li><li>Health insurance (BPJS Kesehatan)</li><li>Employment social security (BPJS Ketenagakerjaan)</li><li>Annual religious holiday allowance</li></ul><p>Job Type: Full-time</p><p>Application Question(s):</p><ul><li>What is your English proficiency level in terms of Speaking (Beginner, Pre-Intermediate, Intermediate, Upper Intermediate, Advanced)?</li><li>What is your English proficiency level in terms of Writing (Beginner, Pre-Intermediate, Intermediate, Upper Intermediate, Advanced)?</li></ul><p>Location:</p><ul><li>Denpasar (Preferred)</li></ul><p>Work Location: Hybrid remote in Denpasar</p>",,,"Full-time",,,,"Indeed","false","false","id",,,,,,,,"false","false","1","2","dc1e3717ed16bef2","https://www.indeed.com/viewjob?jk=dc1e3717ed16bef2",,"false",,,,,,,,,,,,,,
"UX/UI Designer",,"Quantum Realm Engineering",,"Indonesia","ID","Bali","Bali","Bali","-8.3405","115.092",,,"8 days ago","2026-05-26","Full-time",,,"https://www.indeed.com/cmp/Quantum-Realm-Engineering","0","0","*UX/UI DesignerWebsites, Apps, Pitch Decks and Digital Brand Assets*

*Company:* Quantum Realm Engineering

*Industry:* IT, software development, AI, design and digital products

*Company size:* 10–50 employees

*Work format:* Remote

*Employment type:* Full-time

*Experience required:* More than 2 years

*English level:* Advanced

*Key Skills*

* UX design
* UI design
* Figma
* Wireframing
* Website design
* Web app design
* Mobile app design
* Pitch deck design
* PowerPoint design
* Brand asset design
* Brochure design
* Presentation design
* Design systems
* Responsive design
* User flows
* Prototyping
* Client-facing design
* Layout design
* Visual hierarchy
* Typography
* Design handover
* Attention to detail

*Job Description*

Quantum Realm Engineering is looking for a UX/UI Designer to help create websites, apps, dashboards, pitch decks, brochures and client-facing digital assets.

We are an Australian software, AI and digital product company working with start-ups, founders and growing businesses. Our work includes websites, web apps, mobile apps, AI systems, internal dashboards, customer portals, sales decks, brand refreshes and digital product concepts.

This role is suited to a designer who can think clearly, work fast, organise information properly and turn rough ideas into polished designs that clients can understand and use.

You will work closely with project managers, developers, marketers and company leadership to design digital products and supporting business material.

*Role Focus*

This role includes design work across:

* Website designs and redesigns
* Landing pages
* Web apps and dashboards
* Mobile apps
* UX wireframes
* User flows
* Clickable prototypes
* Pitch decks
* Sales presentations
* Investor decks
* Company profiles
* Service brochures
* Capability decks
* Social media assets
* Brand refresh concepts
* Design systems and reusable components
* Client proposal visuals
* Product mock-ups
* Developer handover files

*Key Responsibilities*

The successful candidate will be responsible for turning business, product and content requirements into clean, usable designs.

*UX and Wireframing*

Create user flows, page structures, wireframes and early product layouts.

Think through how users move through websites, apps, dashboards and portals before visual design begins.

*Website and Landing Page Design*

Design modern websites and landing pages for software, AI, business, hospitality, property, finance and service-based clients.

Make sure pages are easy to scan, commercially clear and structured for conversion.

*App and Product Design*

Design web app and mobile app screens for products such as dashboards, portals, AI tools, booking systems, internal business tools and customer-facing platforms.

Create layouts that are practical for developers to build.

*Pitch Deck and Presentation Design*

Design pitch decks, proposals, client presentations, investor decks and sales decks in Figma or PowerPoint.

Make dense content easier to understand through layout, spacing, visual hierarchy and better page structure.

*Brochures and Brand Assets*

Design company profiles, brochures, one-pagers, capability documents and branded client-facing material.

Keep designs consistent with each client’s tone, brand and commercial objective.

*Figma Design Systems*

Create organised Figma files with proper sections, components, naming, spacing and reusable elements.

Keep files clean enough for other designers, developers and project managers to use without confusion.

*Developer Handover*

Prepare designs so developers can build them properly.

This includes layout notes, component states, spacing logic, responsive behaviour and clear export-ready assets.

*Client Revisions*

Apply feedback carefully and improve designs without losing the original purpose of the project.

The role requires someone who can take feedback without becoming defensive.

*Required Experience and Skills*

The ideal candidate should have:

* At least 2+ years of UX/UI design experience
* Strong experience with Figma
* Experience designing websites, landing pages and digital products
* Experience designing web app or mobile app interfaces
* Good understanding of responsive design
* Ability to create wireframes, user flows and clickable prototypes
* Strong layout, typography and spacing skills
* Experience designing pitch decks, brochures or presentation material
* Ability to turn rough copy or notes into structured visual layouts
* Good understanding of how design supports sales, trust and usability
* Ability to work with developers and prepare clean handover files
* Strong attention to detail
* Good English communication skills
* Ability to work remotely and manage design tasks without constant supervision
* Good file organisation habits

*Apply If You Are*

* Strong in Figma
* Comfortable designing both websites and apps
* Good at making complex information easier to understand
* Able to design pitch decks and presentation material
* Detail-oriented with spacing, alignment and typography
* Practical in how you design for developers
* Comfortable working across multiple client brands
* Able to move quickly without making messy work
* Good at taking feedback and improving the design
* Organised with files, components and naming
* Comfortable working with a remote team

*This Role Is Not For You If*

* You only want to do brand identity work
* You do not want to work on websites, apps or dashboards
* You dislike PowerPoint or presentation design
* You struggle to organise Figma files properly
* You need every detail explained before starting
* You ignore spacing, alignment or mobile responsiveness
* You design screens that look good but are hard to build
* You are uncomfortable with client feedback
* You miss small details in text, layout or consistency

*Additional Experience That Would Be a Plus*

* Experience with PowerPoint deck design
* Experience with Adobe Illustrator, Photoshop or InDesign
* Experience with Canva
* Experience designing for software, AI, fintech or SaaS products
* Experience designing dashboards, portals or admin panels
* Experience creating design systems
* Experience with basic motion or micro-interaction concepts
* Experience preparing social media assets
* Experience with Webflow, WordPress or Framer
* Basic understanding of HTML, CSS, Tailwind CSS or front-end development
* Portfolio showing websites, apps, decks and brochure-style work

*Portfolio Requirements*

Please include a portfolio showing examples of:

* Website designs
* App or dashboard screens
* Wireframes or UX flows
* Pitch decks or presentation designs
* Brochures, company profiles or similar business documents
* Any before-and-after redesign work

*Benefits*

* Remote work
* Flexible working hours
* Work with an Australian software, AI and digital product company
* Variety across websites, apps, decks, brochures and client brands
* Direct collaboration with developers and project managers
* Work on real client projects rather than only internal concepts
* Opportunity to grow into a senior product design or creative lead role



Application Question(s):
* Do you reside in Indonesia? 

Language:
* English (Required)

Location:
* Bali (Preferred)

Work Location: Remote","<p><b>UX/UI DesignerWebsites, Apps, Pitch Decks and Digital Brand Assets</b></p><p><b>Company:</b> Quantum Realm Engineering</p><p><b>Industry:</b> IT, software development, AI, design and digital products</p><p><b>Company size:</b> 10&ndash;50 employees</p><p><b>Work format:</b> Remote</p><p><b>Employment type:</b> Full-time</p><p><b>Experience required:</b> More than 2 years</p><p><b>English level:</b> Advanced</p><p><b>Key Skills</b></p><ul><li>UX design</li><li>UI design</li><li>Figma</li><li>Wireframing</li><li>Website design</li><li>Web app design</li><li>Mobile app design</li><li>Pitch deck design</li><li>PowerPoint design</li><li>Brand asset design</li><li>Brochure design</li><li>Presentation design</li><li>Design systems</li><li>Responsive design</li><li>User flows</li><li>Prototyping</li><li>Client-facing design</li><li>Layout design</li><li>Visual hierarchy</li><li>Typography</li><li>Design handover</li><li>Attention to detail</li></ul><p><b>Job Description</b></p><p>Quantum Realm Engineering is looking for a UX/UI Designer to help create websites, apps, dashboards, pitch decks, brochures and client-facing digital assets.</p><p>We are an Australian software, AI and digital product company working with start-ups, founders and growing businesses. Our work includes websites, web apps, mobile apps, AI systems, internal dashboards, customer portals, sales decks, brand refreshes and digital product concepts.</p><p>This role is suited to a designer who can think clearly, work fast, organise information properly and turn rough ideas into polished designs that clients can understand and use.</p><p>You will work closely with project managers, developers, marketers and company leadership to design digital products and supporting business material.</p><p><b>Role Focus</b></p><p>This role includes design work across:</p><ul><li>Website designs and redesigns</li><li>Landing pages</li><li>Web apps and dashboards</li><li>Mobile apps</li><li>UX wireframes</li><li>User flows</li><li>Clickable prototypes</li><li>Pitch decks</li><li>Sales presentations</li><li>Investor decks</li><li>Company profiles</li><li>Service brochures</li><li>Capability decks</li><li>Social media assets</li><li>Brand refresh concepts</li><li>Design systems and reusable components</li><li>Client proposal visuals</li><li>Product mock-ups</li><li>Developer handover files</li></ul><p><b>Key Responsibilities</b></p><p>The successful candidate will be responsible for turning business, product and content requirements into clean, usable designs.</p><p><b>UX and Wireframing</b></p><p>Create user flows, page structures, wireframes and early product layouts.</p><p>Think through how users move through websites, apps, dashboards and portals before visual design begins.</p><p><b>Website and Landing Page Design</b></p><p>Design modern websites and landing pages for software, AI, business, hospitality, property, finance and service-based clients.</p><p>Make sure pages are easy to scan, commercially clear and structured for conversion.</p><p><b>App and Product Design</b></p><p>Design web app and mobile app screens for products such as dashboards, portals, AI tools, booking systems, internal business tools and customer-facing platforms.</p><p>Create layouts that are practical for developers to build.</p><p><b>Pitch Deck and Presentation Design</b></p><p>Design pitch decks, proposals, client presentations, investor decks and sales decks in Figma or PowerPoint.</p><p>Make dense content easier to understand through layout, spacing, visual hierarchy and better page structure.</p><p><b>Brochures and Brand Assets</b></p><p>Design company profiles, brochures, one-pagers, capability documents and branded client-facing material.</p><p>Keep designs consistent with each client&rsquo;s tone, brand and commercial objective.</p><p><b>Figma Design Systems</b></p><p>Create organised Figma files with proper sections, components, naming, spacing and reusable elements.</p><p>Keep files clean enough for other designers, developers and project managers to use without confusion.</p><p><b>Developer Handover</b></p><p>Prepare designs so developers can build them properly.</p><p>This includes layout notes, component states, spacing logic, responsive behaviour and clear export-ready assets.</p><p><b>Client Revisions</b></p><p>Apply feedback carefully and improve designs without losing the original purpose of the project.</p><p>The role requires someone who can take feedback without becoming defensive.</p><p><b>Required Experience and Skills</b></p><p>The ideal candidate should have:</p><ul><li>At least 2+ years of UX/UI design experience</li><li>Strong experience with Figma</li><li>Experience designing websites, landing pages and digital products</li><li>Experience designing web app or mobile app interfaces</li><li>Good understanding of responsive design</li><li>Ability to create wireframes, user flows and clickable prototypes</li><li>Strong layout, typography and spacing skills</li><li>Experience designing pitch decks, brochures or presentation material</li><li>Ability to turn rough copy or notes into structured visual layouts</li><li>Good understanding of how design supports sales, trust and usability</li><li>Ability to work with developers and prepare clean handover files</li><li>Strong attention to detail</li><li>Good English communication skills</li><li>Ability to work remotely and manage design tasks without constant supervision</li><li>Good file organisation habits</li></ul><p><b>Apply If You Are</b></p><ul><li>Strong in Figma</li><li>Comfortable designing both websites and apps</li><li>Good at making complex information easier to understand</li><li>Able to design pitch decks and presentation material</li><li>Detail-oriented with spacing, alignment and typography</li><li>Practical in how you design for developers</li><li>Comfortable working across multiple client brands</li><li>Able to move quickly without making messy work</li><li>Good at taking feedback and improving the design</li><li>Organised with files, components and naming</li><li>Comfortable working with a remote team</li></ul><p><b>This Role Is Not For You If</b></p><ul><li>You only want to do brand identity work</li><li>You do not want to work on websites, apps or dashboards</li><li>You dislike PowerPoint or presentation design</li><li>You struggle to organise Figma files properly</li><li>You need every detail explained before starting</li><li>You ignore spacing, alignment or mobile responsiveness</li><li>You design screens that look good but are hard to build</li><li>You are uncomfortable with client feedback</li><li>You miss small details in text, layout or consistency</li></ul><p><b>Additional Experience That Would Be a Plus</b></p><ul><li>Experience with PowerPoint deck design</li><li>Experience with Adobe Illustrator, Photoshop or InDesign</li><li>Experience with Canva</li><li>Experience designing for software, AI, fintech or SaaS products</li><li>Experience designing dashboards, portals or admin panels</li><li>Experience creating design systems</li><li>Experience with basic motion or micro-interaction concepts</li><li>Experience preparing social media assets</li><li>Experience with Webflow, WordPress or Framer</li><li>Basic understanding of HTML, CSS, Tailwind CSS or front-end development</li><li>Portfolio showing websites, apps, decks and brochure-style work</li></ul><p><b>Portfolio Requirements</b></p><p>Please include a portfolio showing examples of:</p><ul><li>Website designs</li><li>App or dashboard screens</li><li>Wireframes or UX flows</li><li>Pitch decks or presentation designs</li><li>Brochures, company profiles or similar business documents</li><li>Any before-and-after redesign work</li></ul><p><b>Benefits</b></p><ul><li>Remote work</li><li>Flexible working hours</li><li>Work with an Australian software, AI and digital product company</li><li>Variety across websites, apps, decks, brochures and client brands</li><li>Direct collaboration with developers and project managers</li><li>Work on real client projects rather than only internal concepts</li><li>Opportunity to grow into a senior product design or creative lead role</li></ul><p>Application Question(s):</p><ul><li>Do you reside in Indonesia? </li></ul><p>Language:</p><ul><li>English (Required)</li></ul><p>Location:</p><ul><li>Bali (Preferred)</li></ul><p>Work Location: Remote</p>",,,"Full-time",,,,"Indeed","false","false","id",,,,,,,,"false","false","1","3","4c519dbb607ed198","https://www.indeed.com/viewjob?jk=4c519dbb607ed198",,"false",,,,,,,,,,,,,,
